rank,ticker,name,sector,weight
1,AAPL*,APPLE INC,Information Technology,2.833665
2,XOM,EXXON MOBIL CORP,Energy,2.516944
3,GOOGL,GOOGLE INC CLASS A,Information Technology,2.041723
4,MSFT,MICROSOFT CORP,Information Technology,1.741739
5,JNJ,JOHNSON & JOHNSON,Health Care,1.555511
6,GEC,GENERAL ELECTRIC,Industrials,1.542216
7,WFC*,WELLS FARGO,Financials,1.331704
8,CVX,CHEVRON CORP,Energy,1.327423
9,PG,PROCTER & GAMBLE,Consumer Staples,1.279643
10,JPM,JPMORGAN CHASE,Financials,1.278333
11,BRKB,BERKSHIRE HATHAWAY INC CLASS B,Financials,1.247273
12,PFE,PFIZER INC,Health Care,1.245477
13,VZ,VERIZON COMMUNICATIONS INC,Telecommunication Services,1.177897
14,IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,1.131146
15,BAC,BANK OF AMERICA CORP,Financials,1.055184
16,T,AT&T INC,Telecommunication Services,1.006684
17,MRK,MERCK & CO INC,Health Care,0.996591
18,C,CITIGROUP INC,Financials,0.882725
19,KO,COCA-COLA,Consumer Staples,0.868224
20,ORCL,ORACLE CORP,Information Technology,0.82139
21,CMCSA,COMCAST CORP CLASS A,Consumer Discretionary,0.80617
22,AMZN,AMAZON COM INC,Consumer Discretionary,0.803479
23,DIS,WALT DISNEY,Consumer Discretionary,0.790383
24,PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,0.775815
25,QCI,QUALCOMM INC,Information Technology,0.76125
26,GILD,GILEAD SCIENCES INC,Health Care,0.759744
27,INCO,INTEL CORPORATION CORP,Information Technology,0.736619
28,PEP,PEPSICO INC,Consumer Staples,0.734903
29,SLBA,SCHLUMBERGER LTD.,Energy,0.732997
30,WMT,WALMART INC,Consumer Staples,0.723297
31,CSCO,CISCO SYSTEMS INC,Information Technology,0.697564
32,HD,HOME DEPOT INC,Consumer Discretionary,0.691343
33,VISA,VISA INC,Information Technology,0.688593
34,FB*,FACEBOOK CLASS A  INC,Information Technology,0.673878
35,UTX,RAYTHEON TECHNOLOGIES CORP,Industrials,0.591209
36,MCD,MCDONALDS CORP,Consumer Discretionary,0.566621
37,AMGN,AMGEN INC,Health Care,0.559736
38,BA,BOEING,Industrials,0.533406
39,BMY,BRISTOL MYERS SQUIBB,Health Care,0.52986
40,CVS,CVS HEALTH CORP,Consumer Staples,0.521006
41,MMM,3M,Industrials,0.515733
42,AEC1,AMERICAN EXPRESS,Financials,0.503293
43,UNP,UNION PACIFIC CORP,Industrials,0.4972
44,COP,CONOCOPHILLIPS,Energy,0.487574
45,ABBV,ABBVIE INC,Health Care,0.484712
46,BIIB,BIOGEN INC,Health Care,0.481614
47,MA,MASTERCARD INC CLASS A,Information Technology,0.481533
48,OXY,OCCIDENTAL PETROLEUM CORP,Energy,0.465621
49,UNH,UNITEDHEALTH GROUP INC,Health Care,0.465568
50,USB,US BANCORP,Financials,0.449661
51,ALD,HONEYWELL INTERNATIONAL INC,Industrials,0.443499
52,AIG*,AMERICAN INTERNATIONAL GROUP INC,Financials,0.438556
53,MO,ALTRIA GROUP INC,Consumer Staples,0.434019
54,GS,GOLDMAN SACHS GROUP INC,Financials,0.419889
55,PCLN,BOOKING HOLDINGS INC,Consumer Discretionary,0.415153
56,EBAY,EBAY INC,Information Technology,0.409808
57,UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,0.409713
58,CELG,CELGENE CORP,Health Care,0.396433
59,FOXA,TWENTY FIRST CENTURY FOX INC CLASS,Consumer Discretionary,0.393902
60,CAT,CATERPILLAR INC,Industrials,0.369305
61,DD,E I DU PONT DE NEMOURS,Materials,0.369242
62,ABT,ABBOTT LABORATORIES,Health Care,0.368107
63,TWX*,TIME WARNER INC,Consumer Discretionary,0.363479
64,F,FORD MOTOR,Consumer Discretionary,0.363305
65,4XS,EXPRESS SCRIPTS HOLDING,Health Care,0.363184
66,KTF,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,0.35718
67,WAG,WALGREEN,Consumer Staples,0.354152
68,MDT,MEDTRONIC PLC,Health Care,0.354072
69,LLY,ELI LILLY,Health Care,0.353703
70,DOW,DOW CHEMICAL,Materials,0.353572
71,NKE,NIKE INC CLASS B,Consumer Discretionary,0.350156
72,MON,MONSANTO,Materials,0.346235
73,HPQ,HEWLETT PACKARD,Information Technology,0.34367
74,MWZ,METLIFE INC,Financials,0.339958
75,CL,COLGATE-PALMOLIVE,Consumer Staples,0.330505
76,EMC,EMC CORP,Information Technology,0.324766
77,SBUX,STARBUCKS CORP,Consumer Discretionary,0.320038
