rank,ticker,name,sector,weight
1,AAPL,APPLE INC,Information Technology,3.9371
2,MSFT,MICROSOFT CORP,Information Technology,2.15514
3,XOM,EXXON MOBIL CORP,Energy,1.97939
4,JNJ,JOHNSON & JOHNSON,Health Care,1.48971
5,GE,GENERAL ELECTRIC,Industrials,1.47207
6,WFC,WELLS FARGO,Financials,1.39528
7,BRK-B,BERKSHIRE HATHAWAY INC CLASS B,Financials,1.39086
8,JPM,JPMORGAN CHASE & CO,Financials,1.27383
9,PG,PROCTER & GAMBLE,Consumer Staples,1.15968
10,VZ,VERIZON COMMUNICATIONS INC,Telecommunications,1.13203
11,CVX,CHEVRON CORP,Energy,1.12778
12,PFE,PFIZER INC,Health Care,1.12314
13,T,AT&T INC,Telecommunications,0.97102
14,DIS,WALT DISNEY,Consumer Discretionary,0.91813
15,MRK,MERCK & CO INC,Health Care,0.91299
16,BAC,BANK OF AMERICA CORP,Financials,0.90507
17,META,FACEBOOK CLASS A  INC,Information Technology,0.89309
18,C,CITIGROUP INC,Financials,0.87368
19,AMZN,AMAZON COM INC,Consumer Discretionary,0.86746
20,KO,COCA-COLA,Consumer Staples,0.86083
21,IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,0.85041
22,GOOGL,GOOGLE INC CLASS A,Information Technology,0.84638
23,GOOGL,GOOGLE INC CLASS C,Information Technology,0.83275
24,INTC,INTEL CORPORATION CORP,Information Technology,0.83259
25,GILD,GILEAD SCIENCES INC,Health Care,0.80852
26,CSCO,CISCO SYSTEMS INC,Information Technology,0.79486
27,CMCSA,COMCAST A CORP,Consumer Discretionary,0.79271
28,PEP,PEPSICO INC,Consumer Staples,0.76155
29,HD,HOME DEPOT INC,Consumer Discretionary,0.76143
30,ORCL,ORACLE CORP,Information Technology,0.75523
31,PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,0.69738
32,V,VISA INC CLASS A,Information Technology,0.69203
33,WMT,WALMART STORES INC,Consumer Staples,0.66577
34,SLB,SCHLUMBERGER NV,Energy,0.65166
35,AMGN,AMGEN INC,Health Care,0.64721
36,QCOM,QUALCOMM INC,Information Technology,0.60583
37,CVS,CVS HEALTH CORP,Consumer Staples,0.60343
38,ACT,ACTAVIS PLC,Health Care,0.59654
39,UNH,UNITEDHEALTH GROUP INC,Health Care,0.57381
40,MDT,MEDTRONIC PLC,Health Care,0.57302
41,BMY,BRISTOL MYERS SQUIBB,Health Care,0.57211
42,ABBV,ABBVIE INC,Health Care,0.55663
43,MMM,3M CO,Industrials,0.53614
44,MO,ALTRIA GROUP INC,Consumer Staples,0.53234
45,RTX,UNITED TECHNOLOGIES CORP,Industrials,0.50768
46,BA,BOEING,Industrials,0.50715
47,UNP,UNION PACIFIC CORP,Industrials,0.50563
48,MCD,MCDONALDS CORP,Consumer Discretionary,0.50119
49,MA,MASTERCARD INC CLASS A,Information Technology,0.47562
50,BIIB,BIOGEN INC INC,Health Care,0.47382
51,CELG,CELGENE CORP,Health Care,0.46725
52,COP,CONOCOPHILLIPS,Energy,0.45174
53,GS,GOLDMAN SACHS GROUP INC,Financials,0.42978
54,HON,HONEYWELL INTERNATIONAL INC,Industrials,0.4266
55,AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,0.41725
56,USB,US BANCORP,Financials,0.41242
57,SBUX,STARBUCKS CORP N1,Consumer Discretionary,0.40156
58,KMI,KINDER MORGAN INC,Energy,0.39529
59,WBA,WALGREEN BOOTS ALLIANCE,Consumer Staples,0.39056
60,LLY,ELI LILLY,Health Care,0.37954
61,DIS,TIME WARNER INC,Consumer Discretionary,0.37863
62,ABT,ABBOTT LABORATORIES,Health Care,0.37832
63,UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,0.37733
64,NKE,NIKE INC CLASS B,Consumer Discretionary,0.37357
65,AXP,AMERICAN EXPRESS,Financials,0.36664
66,LOW,LOWES COMPANIES INC,Consumer Discretionary,0.36184
67,DD,E I DU PONT DE NEMOURS,Materials,0.35796
68,PCLN,PRICELINE GROUP INC/THE,Consumer Discretionary,0.34723
69,EBAY,EBAY INC,Information Technology,0.34649
70,MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,0.34183
71,COST,COSTCO WHOLESALE CORP,Consumer Staples,0.33993
72,ESRX,EXPRESS SCRIPTS HOLDING CO,Health Care,0.3392
73,F,F MOTOR,Consumer Discretionary,0.33758
74,FOXA,TWENTY FIRST CENTURY FOX INC CLASS,Consumer Discretionary,0.33656
75,OXY,OCCIDENTAL PETROLEUM CORP,Energy,0.33335
76,HP,HEWLETT PACKARD,Information Technology,0.32365
77,ACN,ACCENTURE PLC,Information Technology,0.31432
78,MS,MORGAN STANLEY,Financials,0.31068
79,CL,COLGATE-PALMOLIVE,Consumer Staples,0.30984
80,MET,METLIFE INC,Financials,0.30955
81,TXN,TEXAS INSTRUMENTS INCORPORATED,Information Technology,0.30659
82,SPG,SIMON PROPERTY GROUP REIT INC,Financials,0.3047
83,DOW,DOW CHEMICAL,Materials,0.29975
84,MON,MONSANTO,Materials,0.29746
85,DUK,DUKE ENERGY CORP,Utilities,0.29643
